0x30b9e8db,전사의 길
0x7aa8fc6b,물건을 묶는 데 사용하는 끈은 매우 중요한 아이템입니다.
0x7b2a77ac,"반딧불이의 잔해로 이루어진 마법 가루로, 어둠 속에서 은은하게 빛납니다."
0x7d146c10,전기가 흐르는 신경 가닥입니다. 일부 주문 제작법에 필요한 인기 있는 마법 재료입니다.
0x7d1bf4fa,뼈만 남은 키클롭스의 골반입니다. 소름이 돋습니다.\n\n이 수집품은 알바네브 봉우리에서 발견됩니다. 키클롭스 전리품 거치대에 두고 재조립하여 키클롭스의 골격을 만들 수 있습니다.
0x7e58446f,"어둠의 안개의 남은 시간이 %k 미만일 때, 처치한 적이 시간을 보충하는 구슬을 떨어뜨립니다."
0x7e83c81c,간단하지만 영양가가 높습니다. 체력과 지구력 재생 능력을 강화합니다.
0x7f170881,불가사의한 힘에 특히 재능 있는 학자들이 선호하는 완드입니다. 다재다능하며 사용자의 명석함을 반영합니다.\n\n<b>과충전:</b>\n이 지팡이는 일정 확률로 공격력을 증폭시킬 수 있습니다. 공격 시 최대 <i>과충전</i> 비율만큼 추가 피해를 입힙니다.\n\n<b>다중 사격:</b> \n여러 투사체를 발사하지만 피해량이 감소합니다.
0x7f6b52d5,따스하고 손짓하는 듯한 광채를 내뿜는 일련의 밝은 주황색입니다.\n\n이 색상 팔레트는 불타는 황무지 재료로 만들 수 있습니다.
0x7fb9e7c1,"어둠의 안개에 오염된 골치 아픈 완드로, 사용자를 미치게 합니다.\n\n<b>천상의 복제:</b>\n지팡이의 독특한 마법은 30%의 확률로 자발적으로 추가 발사체를 생성합니다.\n\n<b>과충전:</b>\n이 지팡이는 일정 확률로 공격력을 증폭시킬 수 있습니다. 공격 시 최대 <i>과충전</i> 비율만큼 추가 피해를 입힙니다."
0x7fe4c5fb,매끄러운 은색 비늘을 가진 이 물고기는 등을 따라 난 독특한 금속 광택 때문에 은등치라는 이름이 붙었습니다.\n\n이 물고기는 굽거나 요리에 사용할 수 있습니다.\n물에 다시 방생하여 연못에서 기를 수도 있습니다.
0x81d89ae1,"화살의 그림자가 전장을 쏜살같이 가로지릅니다. 마치 돌풍을 탄 백일몽처럼 빠르게 하늘을 비행하지만, 그 충격은 말 그대로 파괴적입니다.\n\n<b>어둠이 깃듦</b>: \n이 무기는 어둠에 잠식되어 강력한 어둠의 안개 피해를 줍니다. 어둠의 안개 소굴 안에서만 찾을 수 있습니다."
0x83cf158b,두 손으로 잡고 있는 힘껏 휘두를 때마다 적의 등골에 서늘한 공포가 전해지는 흉악한 도끼입니다.\n\n<b>망자 메아리:</b>\n무기가 부정한 메아리를 내보내 마법의 힘으로 공격 범위가 증가합니다.
0x841c64d0,야수에게 물려도 끄떡없는 이 튼튼한 장화를 신고 나서면 야생은 순식간에 당신에게 굴복하고 말 것입니다.
0x8477d7b0,은은한 황금 기운이 섞인 녹색과 초록색으로 마치 느긋하게 흐르는 가을날의 비에 젖은 이파리 같습니다.\n\n이 색상 팔레트는 불타는 황무지 재료로 만들 수 있습니다.
0x84ca6c51,베일워터 분지는 강렬한 색채의 향연이 펼쳐지는 곳입니다. 푸른 하늘이 깨끗한 수면 위에 비치고 밤이 되면 물이 마치 낮의 색상을 추억처럼 간직한 듯이 희미하게 빛을 발합니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다.
0x851849b8,폭설에서 시전자의 머리를 보호하는 사치스러울 정도로 과장된 삼각 모자입니다. 눈길을 끄는 뿔은 착용자를 상징하는 동물을 나타내는 착용 가능한 전리품입니다.
0x8610c030,단검은 풍성한 소매 안이나 드레스 치마 속에 간단히 숨길 수 있습니다. 필요할 때 재빠르게 휙 하고 꺼낼 수 있습니다!\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0x873b4126,천둥 같은 포효는 절대 놓칠 수 없는 장관입니다. 이들은 지금은 잊힌 땅에 엄니를 박았습니다... 이제 왕국을 되찾을 때입니다.\n\n부카 투사 머리를 여러 개 수집하여 철 전리품을 제작하세요.
0x87d6deca,"마지막 용의 머리입니다. 이제 완전히 끝났습니다. 시대의 종말, 그리고 새로운 무언가의 시작이죠.\n\n어둠의 새끼 용 머리 여러 개를 수집하여 철 전리품을 제작하세요."
0x89083fe1,방황하는 유령의 남은 형체로 필멸의 세상에서 죽을 운명입니다. 두 입술은 굳게 닫혔고 눈은 영원히 닫힌 채입니다. 악은 퇴치당했습니다.\n\n철 전리품을 제작하려면 어둠의 시클사이드 머리 여러 개를 수집하세요.
0x8917fa8b,이전에 피의 의식에서 부카가 사용했던 조잡한 단검입니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0x894524f3,알맞은 토양에 뿌리면 식물로 자라나는 모입니다. \n\n<b>이 식물은 물속에 완전히 잠기도록 심어야 합니다.</b>
0x8ac0febe,칼 손잡이 보호대에서 강철의 빛이 뻗어나갑니다. 마치 일식 직전 태양이 내뿜는 마지막 빛을 닮았습니다.\n\n<b>어둠이 깃듦</b>: \n이 무기는 어둠에 잠식되어 강력한 어둠의 안개 피해를 줍니다. 어둠의 안개 소굴 안에서만 찾을 수 있습니다.
0x8b0c206a,다양한 야채와 칼라 루나 꽃으로 만든 수프입니다. 어둠 속에서 빛을 발하며 어둠의 안개 속에서 머무는 시간을 늘려줍니다.
0x8b42f9da,날이 많고 날카로운 갈고리가 달린 단검입니다. 눈 깜짝할 새에 휘둘러서 들어오는 공격을 쳐내고 명예를 지킬 수 있습니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0x8b4a2b27,평범한 약초사 바지입니다. 로즈마리와 타임 향이 납니다.
0x8b5c2cf9,"헤지고 너덜너덜해져 버려진 옷감으로, 지금은 약탈자의 몸을 가리는 용도로 사용합니다."
0x8b6f59a2,"어둠의 안개 중 가장 높은 농도이며, 어둠의 안개 결합체 보다도 함량이 높습니다."
0x8c638b46,적당량의 지구력을 즉시 회복합니다.
0x8c76e7f0,"오랜 세월을 거치며 무뎌진 이빨 화석입니다. 예전에는 이러한 화석이 많았지만, 지금은 많은 화석이 빽빽한 어둠의 안개 물 속에 영원히 묻혀버렸습니다.\n\n이 수집품은 유목민 고원 에서 찾을 수 있습니다."
0x8d2ac905,햇빛이 안 드는 저녁에 쌓인 눈처럼 차가운 완갑 한 쌍입니다. 적의 심장을 얼리는 데 사용하세요!
0x8d732c7f,"어둠의 적의 모습도 훌륭한 의상이 됩니다. 이 청색조의 색상 조합은 어둠의 안개의 색감을 비추면서도, 청옥빛의 화사함을 살짝 더했습니다.\n\n이 색상 조합은 베일워터 분지에서 나는 재료들로 제작할 수 있습니다."
0x8e7a5fab,이 의복에 장엄한 아쿠아마린이 빛나고 있으며 착용자의 치유 능력을 강화해 준다고 전해집니다.
0x8ed14789,"북부 군주는 이 장갑을 착용한 채, 어둠에 잠식 된 엠버베일 계곡을 헤치며 나아갔습니다. 그가 사람들과 대지에 남긴 상처는 황량한 산맥부터 오늘날의 <location><lorename>파이크미드</lorename> 리치</location> 유적까지 이어집니다."
0x8f1fe1ef,어둠의 안개의 신비로운 힘이 깃든 정확한 활.
0x8fd43464,불타는 황무지의 도시 벽을 본따 만든 정확도가 높은 복제 블록입니다.
0x92c3d2ea,지난날의 마법 횃불 운반자들이 사용하던 지팡이입니다. 이들은 지도에도 없는 동굴을 밝히며 북부 제국의 일원으로 알바네브 봉우리를 구석구석까지 탐험했습니다. 이들 횃불 운반자들의 여정은 결정적인 바위 투척 한 번이면 그 불이 순식간에 꺼지는 나약한 마법사들이라는 사실을 키클롭스들이 깨달으면서 끝을 맞이했습니다.
0x92d88aff,화덕 강화에 사용하는 뜨거운 판입니다.
0x9308ce94,임시로 만든 나무 방패로 물리 공격을 <b>막을 수</b> 있습니다. 방어 시 지구력을 소모합니다.
0x936a3d2b,어둠의 안개 포자가 섞인 고운 모래입니다. 불타는 황무지 생물군에서 흔히 발견됩니다.
0x946429fa,충분히 숙련된 드락 전사만이 이 장식된 단검을 휘두를 권리를 얻습니다. 이 단검은 종종 평생 동안 신뢰할 수 있는 무기로 남습니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0x9474a806,정화한 어둠의 안개 액체가 든 병으로 사용자의 저항력을 올려 줍니다.\n\n반드시 어둠의 안개에 들어가기 전에 사용해야 합니다. 어둠의 안개에 머무르는 시간이 2분 증가합니다. 해당 효과는 45분 동안 지속됩니다.
0x94e065c6,<craftingstation>요리 선반</craftingstation>을 대폭 강화한 이 화덕은 자동으로 조리가 가능한 새로운 요리법을 제공합니다.
0x953d260f,어둠의 안개 속 생명체를 상대할 때 유용한 활입니다.
0x9585371c,"좌초된 새우의 화석화된 유골입니다. 작은 다리의 대부분은 더 이상 볼 수 없어 연구자들에겐 애석한 일이지만, 비위가 약한 화염의 후예들에겐 오히려 다행스러운 일이죠.\n\n이 수집품은 불타는 황무지에서 찾을 수 있습니다."
0x96ae8d83,이 전리품을 소유한 자는 가장 강한 부카 투사조차 상대가 되지 않음을 보여줍니다.\n\n부카 투사 머리를 여러 개 수집하여 골드 전리품을 제작하세요.
0x96cbcec3,망자의 전당에서 찾아낸 치명적인 쓰레기에서 찾아냈습니다. 조심해서 다뤄야 합니다!
0x9780a68c,이 짧은 칼날의 가장자리에는 수정 같은 뼈대가 늘어서 있습니다. 이 수정 같은 뼈대는 들어오는 빛을 바꾸고 반사해 단검을 상쾌한 산속의 샘물 빛 색으로 물들입니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0x983c13d6,드락의 역사를 자세히 기술한 부조입니다.\n\n이 부조에선 엠버베일에 도래하는 드락의 모습을 묘사했습니다. 이들은 지평선에 있는 고대인의 건물을 엿보고는 거기에 이끌려 탐험하러 나섰습니다.
0x98427632,유목민 고원 망자의 전당의 문을 엽니다.
0x985c3b2e,최고급 물고기를 낚을 확률을 높여주는 미끼입니다.
0x9a410378,발사체로부터 보호하고 받는 근접 피해를 줄여주는 마법 장벽을 생성합니다.\n\n보호막은 체력이 고갈되거나 지속 시간이 다 되면 사라집니다.
0x9c26145b,메가로돈의 변종으로 추정되는 대형 수생 동물의 날카로운 이빨입니다. 놀랍도록 잘 보존되어 있으며 놀랍게도 비교적 최근의 것일 수 있습니다. 이렇게 거대한 이빨이 필요했을 정도로 주인은 식욕이 대단했나 봐요...\n\n이 수집품은 유목민 고원 에서 찾을 수 있습니다.
0x9ca5a0ee,강력한 번개를 발사하여 적에게 충격을 주고 주변에 있는 적에게 전이되며 추가 <b>지구력 피해</b>를 입히는 마법 탄약입니다.\n\n지구력 피해는 적의 기절 수치를 채웁니다.\n\n<b>주문: 사용 후</b> 고갈. 주문을 장착하고 <b>마나</b>를 사용해 <b>지팡이로 시전합니다.</b>
0x9ca8a4f9,어둠의 안개에 머무르는 시간을 즉시 2분 회복합니다.
0x9cbf315a,맥동하는 핵 속에 응집된 고농도의 잠식 에너지입니다.
0x9d6fc819,"결정적인 일격과 뿜어져나오는 선혈, 그리고 뒤따르는 침묵... 찰나의 질주가 주는 인상이란 이런 것들이겠죠.\n\n<b>어둠이 깃듦</b>: \n이 무기는 어둠에 잠식되어 강력한 어둠의 안개 피해를 줍니다. 어둠의 안개 소굴 안에서만 찾을 수 있습니다."
0x9ea81e7c,"어둠의 안개 속에 버려져 잊혔던 이 활은, 앞길을 가로막는 모든 자에게 분노를 쏟아붓습니다."
0x9eefdf04,날카로운 발톱과 침묵을 거부하는 더 날카로운 혀 — 이것이야말로 핏빛 장미의 검이자 방패입니다.
0x9fa8c2e7,키클롭스의 오른쪽 팔입니다. 세우면 당신의 키보다 큽니다!\n\n이 수집품은 알바네브 봉우리에서 발견됩니다. 키클롭스 전리품 거치대에 두고 재조립하여 키클롭스의 골격을 만들 수 있습니다.
0xa025de53,도둑에게 그림자 속에서 유일하게 보이는 빛은 반짝이는 금화에 비친 빛뿐입니다.\n\n이 색상 팔레트는 불타는 황무지 재료로 만들 수 있습니다.
0xa073954e,나무 섞기는 장식으로서 효과가 뛰어나 인기가 아주 많았던 고대의 건축 기법입니다.
0xa08579a6,훈연하여 익힌 요리로 모든 능력치를 자유롭게 강화할 수 있으며 미식가에게 깊은 즐거움을 선사합니다.
0xa0903795,전투에서 손을 보호하기 위한 무거운 완갑입니다. 이걸 끼면 두려움 없이 칼날을 휘두를 수 있습니다.
0xa192da5e,"어둠의 안개의 힘으로 변질된 활로, 고통의 진정한 의미가 무엇인지를 깨닫게 해 줍니다."
0xa1ecc4e4,건축에 쓰는 새로운 유형의 나무 블록입니다. 어느 곳에서든 분위기를 밝게 해줍니다.
0xa1ff0241,엽지느러미 물고기의 화석화된 유골입니다. 야행성 표류 사냥꾼인 이 물고기의 후손은 별미로 여겨져 시냇물과 샘에 서식했었죠. 그러나 일부 물고기가 썩은 이빨을 드러내고 물어뜯는 일이 생기면서 어둠의 안개 시대에는 식용이 불가능해졌습니다.\n\n이 수집품은 불타는 황무지에서 찾을 수 있습니다.
0xa2c66c9c,이 열대 나무는 고대 나무에서 채취할 수 있습니다. 아주 튼튼하죠!
0xa2cf71b8,적들을 향해 어둠의 안개 유성을 떨어뜨립니다. 대량의 암흑 에너지와 직접 접촉하기 때문에 사용할수록 어둠의 안개에 머물 수 있는 시간이 줄어듭니다.\n\n<b>주문: 사용 후</b> 고갈. 주문을 장착하고 <b>마나</b>를 사용해 <b>지팡이로 시전합니다.</b>
0xa3232e93,"드락 장비로 강화된 장화 한 쌍으로, 전투에서 우위를 점하게 해줍니다."
0xa4e9dda6,견고하고 작은 바다 백합 화석입니다. 어떻게 돌려보아도 덩굴손이나 각인이 항상 여러분을 맞이합니다.\n\n이 수집품은 유목민 고원 에서 찾을 수 있습니다.
0xa6f30381,"잠수 중 최대 산소량을 올려주는 은 투구입니다.\n\n섬세하게 새겨진 선들은 물의 흐름을 흉내냈으며, 시야창은 마치 조개 껍데기 같습니다."
0xa6fc4452,<npc>목수</npc>가 새로운 것들을 제작할 수 있는 중요한 작업장입니다.
0xa711ea29,"빨갛게 녹슨 천과 판금, 황금 장식이 한 자리에 모였습니다. 후자는 보통 망자의 황금니와 잘 어울립니다!"
0xa7ad6e02,무시무시한 키클롭스의 왼쪽 팔입니다. 뼈만 남은 주먹이지만 여전히 ​​당신을 부술 수 있습니다.\n\n이 수집품은 알바네브 봉우리에서 발견됩니다. 키클롭스 전리품 거치대에 두고 재조립하여 키클롭스의 골격을 만들 수 있습니다.
0xa8c03785,사용하면 혈액독 디버프를 제거합니다.\n\n또한 한 시간 동안 혈액독이 사용자에게 영향을 주지 못하도록 막아주는 버프를 적용합니다.
0xa9c1d677,"미끄러운 분비샘 한 쌍입니다. \n\n<b>제작 재료:</b> 주로 방어구 제작에 사용됩니다.\n<b>출처</b>: 유목민 고원 생물군에서 처음 발견됐으며, 어둠의 짐승이 떨어뜨립니다."
0xaa23f0b7,길조는 잿더미가 됐습니다. 빛은 약속이 아닌 거짓으로 드러났습니다. 한때 행운의 징조였던 것은 운명의 붓질 앞에 꺼져 버리고 말았습니다. <lorename>파이크미드</lorename>의 영광을 되찾았습니다.\n\n철 전리품을 수집하려면 어둠의 위습와이번 머리 여러 개를 수집하세요.
0xab6d9bc8,화염에게 짧은 기도문을 올려 잠시 동안 마법 피해와 어둠의 안개에 머무르는 최대 시간을 조금 올립니다.
0xab8848e6,"이 색채 팔레트는 숨 죽인 주황색과 부드러운 보라색, 흙빛의 갈색을 조합하여 세월을 탔으면서도 우아한 것이 마치 희미해져가는 빛 속에 간직된 온기 같습니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다."
0xabc1d52a,어둠의 안개 함유 토양에 심으면 어둠의 살육자로 성장하는 묘목입니다.\n\n<b>출처</b>: 유목민 고원에서 처음 발견됐으며 어둠의 살육자가 떨어뜨립니다.
0xabc9e967,화염의 후예에 어울리는 화염을 표현하는 붉은색입니다!
0xac22f353,어둠이 깔리면 시계꽃이 피기 시작합니다. 밤이 되면 시계꽃의 꽃잎은 거의 보라색에 가까운 부드러운 분홍빛으로 변하며 중앙부는 계속해서 밝은 빛을 냅니다.\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다.
0xac7a8296,정화한 어둠의 안개 액체가 든 병으로 사용자의 저항력을 올려 줍니다.\n\n반드시 어둠의 안개에 들어가기 전에 사용해야 합니다. 어둠의 안개에 머무르는 시간이 4분 증가합니다. 해당 효과는 45분 동안 지속됩니다.
0xac9458f6,한때는 깨끗했던 무기입니다. 지금은 낡았지만 여전히 치명적입니다.
0xad1d1436,세밀한 늑대 머리로 장식된 이 단검 한 쌍은 늑대의 흉포한 공격 그 자체를 상징합니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xad497593,아군 비무장 망자가 활성화되지 않은 상태에서 적을 처치하면 일정 확률로 레벨 %k의 아군 비무장 망자 하나를 소환합니다.
0xaec7dbd5,조리한 쌀로 맛이 좋으며 은은한 향마저 감돕니다. 반찬으로 곁들이기에 적당합니다.
0xaf17cc9a,드락달 부족장의 머리입니다. 목에서 베어냈으나 그 자리엔 새 머리 두 개가 자라날 것입니다. 물론 비유적으로 한 말이지만요.\n\n히드락달 머리를 여러 개 수집하여 전리품을 제작하세요.
0xaf21bce4,신체의 진정 효과를 촉진하여 사용자의 지구력을 즉시 회복하는 방향제입니다.
0xafa0a82b,이 마법 완드는 어둠의 안개 피해를 주는 투사체를 발사합니다.\n\n<b>과충전:</b>\n이 지팡이는 일정 확률로 공격력을 증폭시킬 수 있습니다. 공격 시 최대 <i>과충전</i> 비율만큼 추가 피해를 입힙니다.\n\n<b>천상의 복제:</b>\n지팡이의 독특한 마법은 30%의 확률로 자발적으로 추가 발사체를 생성합니다.\n\n<b>다중 사격:</b> \n여러 투사체를 발사하지만 피해량이 감소합니다.
0xafa6ebc4,완전히 변질되어 원형을 잃어버린 강력한 망치입니다. 어둠의 안개의 힘이 무기 안에 깃들어 있습니다.
0xb0bd96e4,이 먼지투성이의 낡은 책은 두꺼운 철 족쇄에 묶인 채 소리 없는 증오를 발산하고 있습니다. 2주에 한 번씩 이 책이 가까이 다가오면 사슬이 세차게 흔들리는 소리가 한밤중의 공기를 가득 채우고 모든 낱장이 경련을 일으킵니다. 마치 무언가가 양피지에서 뛰어내려 잉크에서 살과 피로 변하려고 했던 것 같습니다.
0xb0bef294,"이 튼튼한 용병 투구는 눈을 보호하고 표정을 숨겨주어, 두려움 없는 위압적인 모습을 연출해줍니다."
0xb1305597,이 단검의 끝은 키클롭스의 얼음처럼 차가운 심장을 관통한 후 영구적으로 얼어붙었습니다. 아니면 누군가가 작살 낚시를 시도하다가 칼날을 얼어붙은 물속에 너무 오래 두었을 수도 있습니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xb13908a9,나무로 각종 석탄 관련 물품을 만들 수 있는 도구입니다.
0xb14915a3,무게가 엄청나게 나가는 거대한 전리품 입니다. 이걸 벽에 거는 건 쉬운 일이 아닙니다.\n\n어둠의 키클롭스 머리 여러 개를 수집하여 전리품을 제작하세요.
0xb157036c,건조한 길과 모래 날리는 묘지의 색상입니다.\n\n이 색상 팔레트는 불타는 황무지 재료로 만들 수 있습니다.
0xb1ba2948,이 진열장을 사용하여 연금술사의 쪽지를 다시 맞추세요. 수집품을 완성하면 새로운 제작법이 잠금 해제됩니다.
0xb2de2273,이것은 베일워터 분지에서 흔히 발견되는 패각 석회석으로 만든 도로 자재입니다.
0xb2f9ce99,당분이 급격히 상승해 지구력이 회복됩니다!
0xb3110be8,"혹독한 불타는 황무지 기후에서 자라는 회복력이 뛰어난 약초로, 영적인 능력을 지닌 자들이 알 수 없는 목적으로 사용합니다."
0xb3873f9a,이 파수꾼 투구를 사용하여 위엄을 보여주세요.
0xb3b3ab98,과성장 도구를 사용하여 베이스의 구조물에 적용하세요.
0xb3f3a90b,"<b>고대인 망치:</b> 집 주변에 다양한 구조물을 빠르게 건설할 수 있는, 화염의 힘으로 구동되는 고풍스러운 건축 도구입니다.\n\n화염 제단 범위 내에서만 사용할 수 있습니다."
0xb4efba84,보석을 무기에 박을 때 필요한 에너지의 빛나는 소용돌이입니다. \n\n처음엔 고대인이 사용했으나 이내 어둠의 무리가 손에 넣어 생식의 연료로 삼았고 이는 당신이 새로운 생체 감옥에서 풀어줄 때까지 계속되었습니다.\n\n그 아종은 유목민 고원에서 찾을 수 있습니다.
0xb5474099,최고급 물고기의 필레입니다. 가시는 깔끔하게 제거했으니 걱정 마세요.
0xb55ad425,지구력을 올려주는 고대의 반지입니다.
0xb57edd33,이 갈색 후드 자락으로 역병의 파도가 해안으로 밀어닥치듯이 부패가 밀어닥칩니다.\n\n어둠의 안개에 대한 강화된 보호력을 제공합니다.
0xb5807547,이 성게는 작은 발판 위에 앉아 있으며 너무 섬세해서 떼어내려고 시도할 수 없습니다. \n\n이 수집품은 스프링랜드 에서 찾을 수 있습니다.
0xb581c912,훌륭한 어둠의 천둥투사 대검으로 편리하게 휘두를 수 있게 크기가 줄어들었습니다.
0xb6891965,지구력 소비량이 감소합니다. 더 넓은 범위에서 활성화할 수 있습니다.
0xb7da27f6,이 도끼를 휘두를 때마다 이승과 저승을 가르는 장막에 균열이 생깁니다.\n\n<b>망자 메아리:</b>\n무기가 부정한 메아리를 내보내 마법의 힘으로 공격 범위가 증가합니다.
0xb7dbf9ef,이제 더는 슬프고 저주받은 자들을 노리지 않습니다. 어둠 속의 허기는 철저히 분쇄됐습니다. 우리의 꿈과 정신은 당분간 안전합니다.\n\n철 전리품을 제작하려면 어둠의 흉물 여러 개를 수집하세요.
0xb941c613,건강에 좋은 효과가 있는 신선한 과일 요리입니다.\n\n섭취 시 체력과 지구력을 올려 줍니다.
0xb9703ff9,이제 새로운 철 이빨이 불길한 미소를 짓고 있습니다. \n\n여러 개의 망자의 키클롭스 머리를 모아 철 전리품을 제작하세요.
0xb984ea1a,북부 군주 <lorename>보르고스</lorename> 경의 병사들이 착용했던 바지입니다. <lorename>파이크미드</lorename> 여왕의 장남이기도 한 그는 고대인에 의해 폐위되어 울부짖는 봉우리 정상으로 유배된 후에 어둠의 안개에 먹히고 말았다는 전설이 있습니다.
0xb9869bb0,화염의 불꽃이 가득한 장비로 어둠의 안개와의 전투에 반드시 필요한 물건입니다. 어둠의 안개에서 머무를 수 있는 시간이 증가합니다.
0xb9932d2e,"오늘날에는 살아있건 화석이 되었건 갑각류를 발견하기란 매우 드문 일입니다. 게가 풍부했던 시절에는 식용으로 게를 잡은 뒤, 바다의 성냄을 달래기 위해 빈 껍데기를 다시 바다로 돌려보내곤 했습니다. 하지만 이러한 전통도 바다가 어둠의 안개에 오염되는 것을 막지는 못했고, 결국 문화적 연관성을 잃게 되었습니다.\n\n이 수집품은 불타는 황무지에서 찾을 수 있습니다."
0xb9df33ec,드락 새끼가 껍질에서 부화하면 낮고 길쭉하게 생겨서 마치 뱀 같은 몸이 드러납니다. 하지만 곧 꼿꼿이 선 자세에 적응하여 이빨을 드러냅니다. 그 전 과정이 이 메이스에 새겨져 있습니다.
0xba14a6ad,히드락달은 당신이 그의 황금 장식을 청동으로 덮은 것에 분명 분노할 것입니다. 다행히도 그는 더 이상 불평할 수 없습니다.\n\n히드락달 머리를 여러 개 수집하여 청동 전리품을 제작하세요.
0xba2057bf,질투를 상징하는 밝은 녹색 보석으로 장식된 어두운 회색 단검 한 쌍입니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xba354700,공포에 질려 눈을 감은 채 머리들이 바닥으로 떨어집니다. 희생자들은 단두대를 마주하느니 차라리 어둠을 택할 것입니다.
0xba5a77d3,"원반북은 손으로 연주하는 강철 악기로, 그 부드러운 음색이 잔잔한 물 위에 잔물결처럼 퍼져나갑니다."
0xba6672b9,황금빛 광택을 자랑하던 전사의 장화입니다. 곰팡이가 지나치게 자라며 그 빛을 잃었습니다.\n\n어둠의 안개에 대한 강화된 보호력을 제공합니다.
0xbacac8f3,이 단검들은 대나무 막대기로 훈련을 마친 어린 드락들이 다음 단계로 나아감을 상징합니다. 작은 크기 덕분에 어린 나이에도 쉽게 휘두를 수 있습니다.\n\n<b>능숙한 솜씨:</b>\n이 무기로 인한 피해는 민첩 능력치에 따라 달라집니다. 독특한 쳐내기 후 공격을 실행할 수 있습니다.
0xbb5c1763,"영약 버프가 활성화된 동안 피해를 가하면 ""만족한 전투광"" 버프가 발동하여 %k동안 체력을 %k, 지구력을 %k, 마나를 %k 만큼 재생합니다. 추가 공격이 적중할 때마다 버프의 지속 시간이 초기화되지만 일단 끝나고 나면 ""불만족한 전투광"" 디버프가 %k 동안 체력, 지구력, 마나 재생을 제한합니다."
0xbc0f987c,가장 악명 높은 불타는 황무지 거주자인 드라코니안 독수리의 날개를 본떠 만들었습니다.
0xbcd526a1,상처를 불로 지져 봉합니다. 번진 얼룩을 닦아내고 부패의 병을 없애 버립니다. 화염의 빛은 부정할 수 없습니다.\n\n철 전리품을 수집하려면 어둠의 천둥투사 머리 여러 개를 수집하세요.
0xbd09381f,아무렇지 않게 어둠의 안개와 운명을 엮어버리는 사악한 지팡이입니다.
0xbe3bd5dd,구불구불한 홈이 완드 몸체를 가로질러 적의 생명력을 추출하는 통로를 만듭니다. 그들의 에너지는 그들이 죽은 후에도 오랫동안 당신에게 힘을 줄 것입니다.\n\n<b>과충전:</b>\n이 지팡이는 일정 확률로 공격력을 증폭시킬 수 있습니다. 공격 시 최대 <i>과충전</i> 비율만큼 추가 피해를 입힙니다.\n\n<b>다중 사격:</b> \n여러 투사체를 발사하지만 피해량이 감소합니다.
0xbed519cb,"모든 고급 방어구의 기본 자재입니다. 단단한 외피 아래에 추가한 충전재 덕분에 착용감이 좋으며, 충격이 완화됩니다.\n\n<b>베틀</b>은 <b>충전재</b>와 고급 방어구 양쪽을 만드는 데 필요합니다."
0xbeef889b,생선 석쇠를 사용해야 제대로 익힐 수 있는 생선가스 입니다. 풍미가 매우 뛰어납니다.
0xbfa1d91f,"이 영원한 주문에는 빛의 힘이 깃들어 있습니다. 시전하면 눈앞에서 밝은 빛이 번쩍이며 적을 밀어냅니다.\n\n또한, 이 주문은 사용자의 지능 수치에 따라 어둠의 안개에 덮인 적의 <i>기절 수치</i>를 증가시킵니다.\n\n\n<b>영원한 주문:</b> 영원의 주문은 <b>고갈되지 않습니다.</b> 영원의 주문을 장착하고 <b>마나</b>를 사용해 <b>지팡이로 시전합니다.</b>"
0xc079509f,드락의 역사를 자세히 묘사한 부조입니다.\n\n드락이 고대인을 닮은 밝은 태양 아래서 사원을 짓고 있는 모습이 보입니다. 이들은 고대인의 압도적인 기량 때문에 이들을 신적인 존재로 여기며 이들의 총애를 받아 함께 신의 반열에 오르기를 열망합니다.
0xc0cf6dc1,견고한 방음벽을 만드는 데 자주 사용되는 돌 블록.
0xc102c585,어두운 밤부터 여명이 하늘을 황금빛 노란색과 빨간 색채로 물들일 때까지. 이 색채 조합은 깃발에 적용해도 정말 근사하겠죠!\n\n이 팔레트는 베일워터 분지 재료로 만들 수 있습니다.
